"","poly","x","y"
"2885",23,0.056797,-0.258167
"2886",23,0.060237,-0.258001
"2887",23,0.060098,-0.258879
"2888",23,0.060398,-0.259417
"2889",23,0.060554,-0.259697
"2890",23,0.06048,-0.260217
"2891",23,0.061177,-0.260864
"2892",23,0.061796,-0.261204
"2893",23,0.062473,-0.262217
"2894",23,0.062129,-0.262798
"2895",23,0.061581,-0.263661
"2896",23,0.061097,-0.264384
"2897",23,0.06115,-0.265337
"2898",23,0.06119,-0.266065
"2899",23,0.061434,-0.266953
"2900",23,0.061489,-0.267156
"2901",23,0.061776,-0.268407
"2902",23,0.062309,-0.269071
"2903",23,0.062747,-0.270611
"2904",23,0.063478,-0.271557
"2905",23,0.064475,-0.272132
"2906",23,0.065052,-0.272269
"2907",23,0.065627,-0.272405
"2908",23,0.067032,-0.272666
"2909",23,0.067596,-0.272971
"2910",23,0.068003,-0.273825
"2911",23,0.068452,-0.274998
"2912",23,0.068439,-0.275643
"2913",23,0.069182,-0.27603
"2914",23,0.069512,-0.276165
"2915",23,0.070158,-0.276757
"2916",23,0.070604,-0.277108
"2917",23,0.071116,-0.27751
"2918",23,0.071527,-0.278139
"2919",23,0.071394,-0.278881
"2920",23,0.071822,-0.279541
"2921",23,0.07266,-0.280125
"2922",23,0.072958,-0.280272
"2923",23,0.073576,-0.280577
"2924",23,0.074394,-0.280974
"2925",23,0.075033,-0.281688
"2926",23,0.075075,-0.282847
"2927",23,0.075131,-0.282972
"2928",23,0.075416,-0.283608
"2929",23,0.075269,-0.284635
"2930",23,0.075262,-0.284782
"2931",23,0.075223,-0.285596
"2932",23,0.075055,-0.286296
"2933",23,0.0751,-0.286868
"2934",23,0.074335,-0.28743
"2935",23,0.074258,-0.287487
"2936",23,0.073497,-0.288195
"2937",23,0.073496,-0.288436
"2938",23,0.073495,-0.289029
"2939",23,0.073242,-0.289578
"2940",23,0.073275,-0.290737
"2941",23,0.072977,-0.29109
"2942",23,0.072325,-0.291422
"2943",23,0.071776,-0.292149
"2944",23,0.071111,-0.292258
"2945",23,0.070363,-0.292357
"2946",23,0.06978,-0.292942
"2947",23,0.06874,-0.293534
"2948",23,0.067638,-0.293628
"2949",23,0.066593,-0.293767
"2950",23,0.065877,-0.294252
"2951",23,0.065322,-0.294155
"2952",23,0.064535,-0.29431
"2953",23,0.064102,-0.295293
"2954",23,0.064044,-0.295814
"2955",23,0.064016,-0.29591
"2956",23,0.064012,-0.295922
"2957",23,0.063572,-0.297418
"2958",23,0.06403,-0.298021
"2959",23,0.064593,-0.298843
"2960",23,0.065164,-0.298876
"2961",23,0.065741,-0.299752
"2962",23,0.065842,-0.300423
"2963",23,0.06585,-0.300473
"2964",23,0.065983,-0.301357
"2965",23,0.065954,-0.302508
"2966",23,0.065559,-0.303268
"2967",23,0.064826,-0.304078
"2968",23,0.064237,-0.304942
"2969",23,0.064291,-0.305668
"2970",23,0.064026,-0.306643
"2971",23,0.064017,-0.307096
"2972",23,0.064007,-0.307568
"2973",23,0.06319,-0.30822
"2974",23,0.063171,-0.308236
"2975",23,0.062372,-0.308257
"2976",23,0.061189,-0.308754
"2977",23,0.060762,-0.30932
"2978",23,0.060538,-0.310178
"2979",23,0.060908,-0.310584
"2980",23,0.060799,-0.311618
"2981",23,0.060937,-0.312546
"2982",23,0.060343,-0.312942
"2983",23,0.059287,-0.312575
"2984",23,0.058985,-0.312045
"2985",23,0.058373,-0.311577
"2986",23,0.057756,-0.310917
"2987",23,0.057585,-0.310237
"2988",23,0.056892,-0.31006
"2989",23,0.056681,-0.309577
"2990",23,0.056251,-0.309159
"2991",23,0.05608,-0.308992
"2992",23,0.053327,-0.309245
"2993",23,0.053277,-0.309248
"2994",23,0.050175,-0.309474
"2995",23,0.047932,-0.30962
"2996",23,0.046582,-0.309706
"2997",23,0.044166,-0.30987
"2998",23,0.043526,-0.309913
"2999",23,0.04316,-0.30993
"3000",23,0.04018,-0.310061
"3001",23,0.038137,-0.310195
"3002",23,0.037632,-0.310227
"3003",23,0.03488,-0.310348
"3004",23,0.034499,-0.310361
"3005",23,0.032102,-0.310438
"3006",23,0.031571,-0.310454
"3007",23,0.029246,-0.310545
"3008",23,0.028372,-0.310579
"3009",23,0.026079,-0.310676
"3010",23,0.025086,-0.310717
"3011",23,0.023232,-0.310769
"3012",23,0.022201,-0.310796
"3013",23,0.020092,-0.310842
"3014",23,0.019268,-0.310859
"3015",23,0.017978,-0.31086
"3016",23,0.015508,-0.310859
"3017",23,0.01426,-0.310852
"3018",23,0.012236,-0.310839
"3019",23,0.010483,-0.310829
"3020",23,0.008731,-0.310816
"3021",23,0.008227,-0.310811
"3022",23,0.006134,-0.31079
"3023",23,0.00308,-0.310749
"3024",23,0.003302,-0.310429
"3025",23,0.002863,-0.309551
"3026",23,0.00202,-0.309036
"3027",23,0.001459,-0.308092
"3028",23,0.002173,-0.307268
"3029",23,0.002172,-0.307255
"3030",23,0.002078,-0.306167
"3031",23,0.002477,-0.305443
"3032",23,0.002371,-0.305245
"3033",23,0.002122,-0.304775
"3034",23,0.002243,-0.303936
"3035",23,0.001752,-0.303144
"3036",23,0.001765,-0.30252
"3037",23,0.001777,-0.301981
"3038",23,0.001712,-0.301256
"3039",23,0.0018,-0.300629
"3040",23,0.001866,-0.300158
"3041",23,0.001177,-0.300206
"3042",23,0.001174,-0.300085
"3043",23,0.001154,-0.299263
"3044",23,0.001429,-0.298554
"3045",23,0.000966,-0.297782
"3046",23,0.000925,-0.296939
"3047",23,0.000944,-0.296589
"3048",23,0.001005,-0.295432
"3049",23,0.000221,-0.295186
"3050",23,7.8e-05,-0.294533
"3051",23,-6.6e-05,-0.293881
"3052",23,-0.001044,-0.294158
"3053",23,-0.00119,-0.29358
"3054",23,-0.001529,-0.292657
"3055",23,-0.001443,-0.291689
"3056",23,-0.001397,-0.291549
"3057",23,-0.001133,-0.290747
"3058",23,-0.000834,-0.289502
"3059",23,-0.001393,-0.288669
"3060",23,-0.001636,-0.288216
"3061",23,-0.002052,-0.287442
"3062",23,-0.001708,-0.286308
"3063",23,-0.002879,-0.285461
"3064",23,-0.003512,-0.285027
"3065",23,-0.003457,-0.283861
"3066",23,-0.004468,-0.282923
"3067",23,-0.004329,-0.282079
"3068",23,-0.004318,-0.282008
"3069",23,-0.004311,-0.281201
"3070",23,-0.004514,-0.280918
"3071",23,-0.005229,-0.279922
"3072",23,-0.005272,-0.278631
"3073",23,-0.004878,-0.27774
"3074",23,-0.005697,-0.277228
"3075",23,-0.006104,-0.276893
"3076",23,-0.006302,-0.276757
"3077",23,-0.006093,-0.276077
"3078",23,-0.006132,-0.275984
"3079",23,-0.006722,-0.274579
"3080",23,-0.007544,-0.27375
"3081",23,-0.007961,-0.273091
"3082",23,-0.007919,-0.272147
"3083",24,0.089559,-0.378378
"3084",24,0.090471,-0.378462
"3085",24,0.091465,-0.378462
"3086",24,0.091796,-0.37738
"3087",24,0.092505,-0.377301
"3088",24,0.092542,-0.377297
"3089",24,0.093233,-0.378067
"3090",24,0.093958,-0.378162
"3091",24,0.094277,-0.377146
"3092",24,0.09457,-0.376671
"3093",24,0.094696,-0.376466
"3094",24,0.094116,-0.37555
"3095",24,0.094695,-0.374813
"3096",24,0.094671,-0.374279
"3097",24,0.094668,-0.374229
"3098",24,0.094708,-0.373201
"3099",24,0.095027,-0.372388
"3100",24,0.095198,-0.371441
"3101",24,0.095241,-0.371207
"3102",24,0.09474,-0.370815
"3103",24,0.09475,-0.370181
"3104",24,0.094162,-0.369266
"3105",24,0.094139,-0.369231
"3106",24,0.095004,-0.367989
"3107",24,0.095506,-0.367107
"3108",24,0.096243,-0.366423
"3109",24,0.097165,-0.3663
"3110",24,0.097189,-0.366297
"3111",24,0.097242,-0.366314
"3112",24,0.098558,-0.366744
"3113",24,0.099739,-0.367393
"3114",24,0.100569,-0.367569
"3115",24,0.101742,-0.36798
"3116",24,0.102474,-0.368431
"3117",24,0.102902,-0.368694
"3118",24,0.103467,-0.368636
"3119",24,0.103558,-0.368627
"3120",24,0.103663,-0.368616
"3121",24,0.104054,-0.368048
"3122",24,0.104255,-0.367125
"3123",24,0.103512,-0.365942
"3124",24,0.102825,-0.364745
"3125",24,0.103137,-0.36386
"3126",24,0.103341,-0.362766
"3127",24,0.103958,-0.362338
"3128",24,0.103996,-0.362349
"3129",24,0.104805,-0.362573
"3130",24,0.105787,-0.361649
"3131",24,0.10747,-0.361258
"3132",24,0.108735,-0.360783
"3133",24,0.108657,-0.360501
"3134",24,0.108539,-0.360074
"3135",24,0.107664,-0.359366
"3136",24,0.107654,-0.35934
"3137",24,0.107157,-0.35797
"3138",24,0.107473,-0.357186
"3139",24,0.108398,-0.356305
"3140",24,0.108744,-0.355275
"3141",24,0.109556,-0.355513
"3142",24,0.110012,-0.355336
"3143",24,0.110407,-0.354806
"3144",24,0.109861,-0.353917
"3145",24,0.10999,-0.353394
"3146",24,0.110028,-0.353244
"3147",24,0.110676,-0.352957
"3148",24,0.111622,-0.353686
"3149",24,0.112743,-0.35329
"3150",24,0.112899,-0.353435
"3151",24,0.11337,-0.353874
"3152",24,0.114134,-0.353878
"3153",24,0.114298,-0.353034
"3154",24,0.115033,-0.352498
"3155",24,0.115923,-0.35251
"3156",24,0.116413,-0.352224
"3157",24,0.116804,-0.351996
"3158",24,0.118041,-0.35253
"3159",24,0.118441,-0.352755
"3160",24,0.118928,-0.353029
"3161",24,0.119146,-0.353152
"3162",24,0.12021,-0.353513
"3163",24,0.120845,-0.354058
"3164",24,0.121344,-0.354713
"3165",24,0.121894,-0.353602
"3166",24,0.122016,-0.352748
"3167",24,0.122387,-0.351923
"3168",24,0.122819,-0.351775
"3169",24,0.123482,-0.351548
"3170",24,0.124125,-0.350852
"3171",24,0.124926,-0.350327
"3172",24,0.124961,-0.350304
"3173",24,0.12545,-0.350976
"3174",24,0.126343,-0.35202
"3175",24,0.12725,-0.352343
"3176",24,0.127416,-0.352406
"3177",24,0.127865,-0.352575
"3178",24,0.127979,-0.351609
"3179",24,0.129214,-0.351554
"3180",24,0.128885,-0.35043
"3181",24,0.128807,-0.349196
"3182",24,0.129255,-0.349056
"3183",24,0.12947,-0.34899
"3184",24,0.12991,-0.348227
"3185",24,0.129916,-0.34822
"3186",24,0.130477,-0.347499
"3187",24,0.130875,-0.34727
"3188",24,0.131328,-0.347008
"3189",24,0.131992,-0.347807
"3190",24,0.133108,-0.34905
"3191",24,0.134631,-0.349121
"3192",24,0.135547,-0.349708
"3193",24,0.135996,-0.349291
"3194",24,0.136262,-0.349044
"3195",24,0.13657,-0.34881
"3196",24,0.136942,-0.348527
"3197",24,0.137021,-0.347058
"3198",24,0.137018,-0.345838
"3199",24,0.137017,-0.345687
"3200",24,0.137665,-0.344708
"3201",24,0.137901,-0.343917
"3202",24,0.138202,-0.343973
"3203",24,0.138809,-0.344087
"3204",24,0.139665,-0.343504
"3205",24,0.140078,-0.342618
"3206",24,0.140169,-0.341979
"3207",24,0.140267,-0.341282
"3208",24,0.140658,-0.340647
"3209",24,0.14182,-0.340204
"3210",24,0.14208,-0.33954
"3211",24,0.142595,-0.339131
"3212",24,0.142597,-0.339127
"3213",24,0.142787,-0.338711
"3214",24,0.142496,-0.338036
"3215",24,0.142409,-0.337832
"3216",24,0.142255,-0.336767
"3217",24,0.142014,-0.335836
"3218",24,0.142618,-0.335367
"3219",24,0.14342,-0.335314
"3220",24,0.143529,-0.335286
"3221",24,0.144283,-0.335088
"3222",24,0.144813,-0.335359
"3223",24,0.145357,-0.335741
"3224",24,0.145571,-0.335891
"3225",24,0.146097,-0.335692
"3226",24,0.147008,-0.334769
"3227",24,0.147655,-0.334393
"3228",24,0.148399,-0.333961
"3229",24,0.149787,-0.333582
"3230",24,0.150385,-0.333584
"3231",24,0.15038,-0.332438
"3232",24,0.150423,-0.332282
"3233",24,0.15054,-0.33186
"3234",24,0.14992,-0.331667
"3235",24,0.149432,-0.33143
"3236",24,0.149241,-0.331337
"3237",24,0.149759,-0.330546
"3238",24,0.149452,-0.329882
"3239",24,0.149015,-0.329396
"3240",24,0.14871,-0.329056
"3241",24,0.149143,-0.328549
"3242",24,0.149627,-0.328006
"3243",24,0.150465,-0.327164
"3244",24,0.150984,-0.327363
"3245",24,0.151546,-0.327906
"3246",24,0.15232,-0.328166
"3247",24,0.152522,-0.328233
"3248",24,0.153227,-0.327684
"3249",24,0.153812,-0.327571
"3250",24,0.153909,-0.327552
"3251",24,0.153981,-0.327538
"3252",24,0.154121,-0.327267
"3253",24,0.154362,-0.327149
"3254",24,0.154601,-0.327249
"3255",24,0.15483,-0.327763
"3256",24,0.155337,-0.328368
"3257",24,0.156369,-0.328577
"3258",24,0.156455,-0.328688
"3259",24,0.156841,-0.329189
"3260",24,0.157036,-0.329767
"3261",24,0.157947,-0.330991
"3262",24,0.157958,-0.331092
"3263",24,0.158014,-0.331654
"3264",24,0.158138,-0.331868
"3265",24,0.158367,-0.332267
"3266",24,0.159443,-0.33242
"3267",24,0.160584,-0.332594
"3268",24,0.160598,-0.332596
"3269",24,0.161537,-0.332198
"3270",24,0.162238,-0.332331
"3271",24,0.162576,-0.332418
"3272",24,0.163311,-0.332605
"3273",24,0.163632,-0.333193
"3274",24,0.164352,-0.333462
"3275",24,0.16459,-0.334098
"3276",24,0.165524,-0.334334
"3277",24,0.165895,-0.334428
"3278",24,0.166304,-0.334164
"3279",24,0.166353,-0.334133
"3280",24,0.166486,-0.333473
"3281",24,0.167685,-0.332912
"3282",24,0.169004,-0.333319
"3283",24,0.16988,-0.333343
"3284",24,0.170717,-0.33392
"3285",24,0.171228,-0.334269
"3286",24,0.171492,-0.333987
"3287",24,0.171787,-0.333671
"3288",24,0.172702,-0.333696
"3289",24,0.173239,-0.333267
"3290",24,0.173386,-0.332688
"3291",24,0.174235,-0.33192
"3292",24,0.174375,-0.331749
"3293",24,0.17459,-0.331485
"3294",24,0.175476,-0.331127
"3295",24,0.176165,-0.330804
"3296",24,0.176292,-0.331044
"3297",24,0.176497,-0.331429
"3298",24,0.176616,-0.332128
"3299",24,0.17704,-0.333383
"3300",24,0.17765,-0.333866
"3301",24,0.177825,-0.334005
"3302",24,0.178846,-0.333961
"3303",24,0.179607,-0.334604
"3304",24,0.179782,-0.334717
"3305",24,0.180469,-0.335165
"3306",24,0.180938,-0.336083
"3307",24,0.181009,-0.336801
"3308",24,0.181071,-0.337433
"3309",24,0.181493,-0.337891
"3310",24,0.181527,-0.339083
"3311",24,0.181508,-0.339229
"3312",24,0.181415,-0.339946
"3313",24,0.181212,-0.341152
"3314",24,0.182423,-0.342258
"3315",24,0.183776,-0.343599
"3316",24,0.183677,-0.344295
"3317",24,0.183621,-0.344688
"3318",24,0.184663,-0.345332
"3319",24,0.18501,-0.345805
"3320",24,0.185499,-0.34647
"3321",24,0.186174,-0.347076
"3322",24,0.186306,-0.347346
"3323",24,0.186789,-0.348341
"3324",24,0.187821,-0.34878
"3325",24,0.189114,-0.349622
"3326",24,0.19029,-0.350351
"3327",24,0.19161,-0.350276
"3328",24,0.18886,-0.353579
"3329",24,0.187586,-0.355101
"3330",24,0.187523,-0.355183
"3331",24,0.187049,-0.3558
"3332",24,0.185825,-0.356355
"3333",24,0.184508,-0.3573
"3334",24,0.18445,-0.357341
"3335",24,0.184363,-0.357419
"3336",24,0.182374,-0.359196
"3337",24,0.182561,-0.360129
"3338",24,0.182255,-0.360774
"3339",24,0.181408,-0.361194
"3340",24,0.180757,-0.361872
"3341",24,0.180941,-0.362794
"3342",24,0.180746,-0.363241
"3343",24,0.180621,-0.363528
"3344",24,0.1791,-0.364359
"3345",24,0.178229,-0.364419
"3346",24,0.177823,-0.365444
"3347",24,0.177651,-0.36641
"3348",24,0.176316,-0.366879
"3349",24,0.174355,-0.367859
"3350",24,0.173709,-0.368308
"3351",24,0.173374,-0.368354
"3352",24,0.172464,-0.368477
"3353",24,0.171336,-0.369194
"3354",24,0.170574,-0.369883
"3355",24,0.170405,-0.370229
"3356",24,0.167591,-0.370523
"3357",24,0.167088,-0.370566
"3358",24,0.166301,-0.370632
"3359",24,0.166298,-0.370632
"3360",24,0.162996,-0.371002
"3361",24,0.162994,-0.371002
"3362",24,0.162525,-0.37105
"3363",24,0.159229,-0.371385
"3364",24,0.155377,-0.371732
"3365",24,0.155282,-0.371741
"3366",24,0.155281,-0.371741
"3367",24,0.153077,-0.371837
"3368",24,0.152647,-0.371852
"3369",24,0.150959,-0.371907
"3370",24,0.148468,-0.372126
"3371",24,0.14827,-0.372144
"3372",24,0.148199,-0.372157
"3373",24,0.146277,-0.372517
"3374",24,0.145566,-0.37265
"3375",24,0.142197,-0.372923
"3376",24,0.141412,-0.372985
"3377",24,0.140232,-0.373078
"3378",24,0.138818,-0.37314
"3379",24,0.137342,-0.373203
"3380",24,0.135627,-0.373286
"3381",24,0.132769,-0.373419
"3382",24,0.131433,-0.373479
"3383",24,0.130858,-0.373793
"3384",24,0.130704,-0.373759
"3385",24,0.130072,-0.373621
"3386",24,0.127913,-0.373893
"3387",24,0.127228,-0.373979
"3388",24,0.123811,-0.374356
"3389",24,0.123064,-0.374438
"3390",24,0.120016,-0.374765
"3391",24,0.119853,-0.374783
"3392",24,0.115805,-0.375206
"3393",24,0.115805,-0.375206
"3394",24,0.115074,-0.375291
