id,poly,x,y
4,4,0.205723,-0.548009
4,4,0.204113,-0.550435
4,4,0.201409,-0.551638
4,4,0.200325,-0.553833
4,4,0.19783,-0.552718
4,4,0.194946,-0.546714
4,4,0.194883,-0.544333
4,4,0.194065,-0.541906
4,4,0.191111,-0.538984
4,4,0.190404,-0.53724
4,4,0.187,-0.537882
4,4,0.185184,-0.536534
4,4,0.181765,-0.535148
4,4,0.179422,-0.535441
4,4,0.176196,-0.534414
4,4,0.176318,-0.531829
4,4,0.17521,-0.529781
4,4,0.177473,-0.527578
4,4,0.17689,-0.525149
4,4,0.177681,-0.523595
4,4,0.177409,-0.521313
4,4,0.178542,-0.519842
4,4,0.178334,-0.518111
4,4,0.180766,-0.516869
4,4,0.182471,-0.514026
4,4,0.181532,-0.51132
4,4,0.184313,-0.506684
4,4,0.183503,-0.504089
4,4,0.182481,-0.502865
4,4,0.182749,-0.500775
4,4,0.184496,-0.498156
4,4,0.188561,-0.496587
4,4,0.191458,-0.491754
4,4,0.189813,-0.487797
4,4,0.18851,-0.487522
4,4,0.188361,-0.485844
4,4,0.191076,-0.485049
4,4,0.192368,-0.483305
4,4,0.191935,-0.481696
4,4,0.194735,-0.480202
4,4,0.199146,-0.481862
4,4,0.199677,-0.480186
4,4,0.20173,-0.478624
4,4,0.204109,-0.477596
4,4,0.204812,-0.476537
4,4,0.207743,-0.475581
4,4,0.208591,-0.472042
4,4,0.209574,-0.47276
4,4,0.212698,-0.471105
4,4,0.214607,-0.472217
4,4,0.214714,-0.474043
4,4,0.213635,-0.475262
4,4,0.214019,-0.476665
4,4,0.215872,-0.478058
4,4,0.217576,-0.481815
4,4,0.217448,-0.483805
4,4,0.223519,-0.484796
4,4,0.225264,-0.482546
4,4,0.226773,-0.482224
4,4,0.227655,-0.47969
4,4,0.230423,-0.482029
4,4,0.231431,-0.484493
4,4,0.233681,-0.485195
4,4,0.235464,-0.483555
4,4,0.2391,-0.482032
4,4,0.240812,-0.482411
4,4,0.24284,-0.48596
4,4,0.24078,-0.487968
4,4,0.240491,-0.49065
4,4,0.238478,-0.491009
4,4,0.238393,-0.492948
4,4,0.239143,-0.494668
4,4,0.237888,-0.49665
4,4,0.236949,-0.496318
4,4,0.237759,-0.493982
4,4,0.236031,-0.494086
4,4,0.234207,-0.495279
4,4,0.231633,-0.495928
4,4,0.23423,-0.497973
4,4,0.23496,-0.500385
4,4,0.23281,-0.499683
4,4,0.234197,-0.502957
4,4,0.231523,-0.506765
4,4,0.234831,-0.507455
4,4,0.233681,-0.509702
4,4,0.233872,-0.513177
4,4,0.232106,-0.514287
4,4,0.232666,-0.515525
4,4,0.234274,-0.515837
4,4,0.234305,-0.517545
4,4,0.230616,-0.516511
4,4,0.227577,-0.519215
4,4,0.231311,-0.520881
4,4,0.230074,-0.522667
4,4,0.228039,-0.523141
4,4,0.226797,-0.522141
4,4,0.223503,-0.525173
4,4,0.224959,-0.527184
4,4,0.224454,-0.528368
4,4,0.221363,-0.530501
4,4,0.22329,-0.531016
4,4,0.222117,-0.532692
4,4,0.221986,-0.534246
4,4,0.21894,-0.533804
4,4,0.214406,-0.535568
4,4,0.213848,-0.533972
4,5,0.236849,-0.513063
4,5,0.237943,-0.514009
4,5,0.237776,-0.515895
4,5,0.23553,-0.514492
4,5,0.236849,-0.513063
5,6,-0.099726,-0.231024
5,6,-0.092942,-0.2512
5,6,-0.095952,-0.253749
5,6,-0.095696,-0.255365
5,6,-0.092065,-0.260984
5,6,-0.087503,-0.264669
5,6,-0.087149,-0.266036
5,6,-0.089023,-0.271303
5,6,-0.084009,-0.271487
5,6,-0.081012,-0.268234
5,6,-0.076487,-0.266288
5,6,-0.071399,-0.266888
5,6,-0.069743,-0.265515
5,6,-0.065467,-0.266222
5,6,-0.064188,-0.267028
5,6,-0.062899,-0.269522
5,6,-0.062781,-0.271645
5,6,-0.06591,-0.275135
5,6,-0.067588,-0.278285
5,6,-0.071555,-0.280652
5,6,-0.073868,-0.283825
5,6,-0.069804,-0.283881
5,6,-0.066453,-0.286708
5,6,-0.063519,-0.287715
5,6,-0.062584,-0.290872
5,6,-0.060326,-0.291564
5,6,-0.060446,-0.292946
5,6,-0.055908,-0.293113
5,6,-0.056184,-0.296417
5,6,-0.055815,-0.298299
5,6,-0.05394,-0.300989
5,6,-0.051534,-0.300911
5,6,-0.049776,-0.304228
5,6,-0.047066,-0.30534
5,6,-0.045935,-0.306497
5,6,-0.043814,-0.30652
5,6,-0.039509,-0.302606
5,6,-0.04297,-0.298891
5,6,-0.037732,-0.297867
5,6,-0.034254,-0.296508
5,6,-0.032246,-0.297831
5,6,-0.026818,-0.299306
5,6,-0.02517,-0.297546
5,6,-0.022033,-0.295181
5,6,-0.015606,-0.293305
5,6,-0.012209,-0.294064
5,6,-0.01275,-0.296166
5,6,-0.01072,-0.299769
5,6,-0.01117,-0.302419
5,6,-0.013104,-0.30328
5,6,-0.015264,-0.307565
5,6,-0.021566,-0.311541
5,6,-0.019912,-0.316076
5,6,-0.022424,-0.317163
5,6,-0.021886,-0.321355
5,6,-0.018304,-0.322572
5,6,-0.015285,-0.326011
5,6,-0.011362,-0.329264
5,6,-0.009965,-0.328924
5,6,-0.007266,-0.328712
5,6,-0.004516,-0.329305
5,6,-0.004144,-0.330671
5,6,-0.005631,-0.331654
5,6,-0.004827,-0.332911
5,6,-0.002835,-0.332183
5,6,-0.001241,-0.334716
5,6,0.000473,-0.336161
5,6,0.002359,-0.336708
5,6,0.002495,-0.338168
5,6,0.004553,-0.340218
5,6,0.002779,-0.341557
5,6,0.003423,-0.344458
5,6,0.005027,-0.345365
5,6,0.006663,-0.348924
5,6,0.007102,-0.351424
5,6,0.004586,-0.35361
5,6,0.004747,-0.355954
5,6,0.006923,-0.358732
5,6,0.009395,-0.358323
5,6,0.010068,-0.360003
5,6,0.011586,-0.361356
5,6,0.013738,-0.3619
5,6,0.015465,-0.364071
5,6,0.017562,-0.364131
5,6,0.019295,-0.367133
5,6,0.020934,-0.365784
5,6,0.021424,-0.363564
5,6,0.020499,-0.362092
5,6,0.020379,-0.359124
5,6,0.021921,-0.358231
5,6,0.024778,-0.35916
5,6,0.027192,-0.357019
5,6,0.026191,-0.355471
5,6,0.027315,-0.354609
5,6,0.027429,-0.352032
5,6,0.02616,-0.350166
5,6,0.020623,-0.348617
5,6,0.021249,-0.345814
5,6,0.020237,-0.343957
5,6,0.021292,-0.340975
5,6,0.023039,-0.339427
5,6,0.021929,-0.337285
5,6,0.022846,-0.335454
5,6,0.022255,-0.334363
5,6,0.024968,-0.333561
5,6,0.028098,-0.334161
5,6,0.02997,-0.333492
5,6,0.031547,-0.334619
5,6,0.031938,-0.337071
5,6,0.034428,-0.33759
