id,poly,x_cart,y_cart,x_init,y_init
2302,1,402.819624,360.839864,0.305345,-0.197541
2302,1,401.844738,360.776598,0.303897,-0.193159
2302,1,399.949335,360.282013,0.302204,-0.18809
2301,2,417.557666,359.212558,0.333358,-0.200693
2301,2,417.200198,359.598683,0.333774,-0.200039
2301,2,415.976076,360.414931,0.333005,-0.199473
2301,2,416.096482,360.405008,0.333432,-0.199219
2301,2,416.542278,360.236181,0.334249,-0.198997
2301,2,418.717597,358.831603,0.336001,-0.200192
2301,2,419.84994,358.112055,0.337994,-0.199338
2301,2,420.724834,357.245646,0.338397,-0.199946
2301,2,420.735046,357.050543,0.337857,-0.20044
2301,2,421.61671,355.8495,0.337767,-0.20159
2301,2,421.59561,355.668718,0.33732,-0.201838
2301,2,419.97159,357.787809,0.336811,-0.200663
2301,2,419.511941,358.00699,0.335582,-0.201366
2301,2,419.700551,357.3905,0.334609,-0.202243
2301,2,418.678044,358.277857,0.333981,-0.201478
2301,2,417.557666,359.212558,0.333358,-0.200693
2301,3,421.988337,353.388028,0.334699,-0.204771
2301,3,422.017373,353.639791,0.335196,-0.204273
2301,3,422.676581,352.641398,0.335777,-0.205105
2301,3,422.940118,351.915282,0.335529,-0.206019
2301,3,422.456478,352.097837,0.3347,-0.205686
2301,3,421.988337,353.388028,0.334699,-0.204771
2301,4,405.092425,354.736919,0.310233,-0.213331
2301,4,405.141662,354.80609,0.310469,-0.213412
2301,4,405.277143,356.634775,0.31181,-0.212692
2301,4,405.67746,356.42427,0.312609,-0.212304
2301,4,405.408656,357.517531,0.312192,-0.211659
2301,4,406.580456,356.271459,0.312747,-0.209585
2301,4,405.165841,359.276082,0.310933,-0.207986
2301,4,405.762222,360.522848,0.31288,-0.20575
2301,4,406.002042,360.415709,0.31355,-0.206448
2301,4,406.420474,359.300141,0.313868,-0.208003
2301,4,406.641076,359.465208,0.314612,-0.208279
2301,4,406.617975,360.262837,0.315261,-0.20762
2301,4,407.35841,359.824262,0.316875,-0.208005
2301,4,407.21279,360.46109,0.31722,-0.206976
2301,4,408.017913,359.727534,0.318556,-0.207764
2301,4,409.613684,358.047891,0.320241,-0.208519
2301,4,409.667882,358.243027,0.32057,-0.208068
2301,4,409.422498,358.99657,0.320899,-0.207081
2301,4,408.927248,359.570338,0.320615,-0.206882
2301,4,409.080135,359.487835,0.32079,-0.206644
2301,4,408.616494,360.357457,0.320542,-0.204473
2301,4,409.962916,359.326636,0.321916,-0.204393
2301,4,409.611433,360.146597,0.322144,-0.203234
2301,4,411.557626,358.712096,0.323312,-0.20317
2301,4,410.741655,360.036942,0.323391,-0.201629
2301,4,408.526606,361.040156,0.320681,-0.20183
2301,4,408.140536,361.223545,0.320034,-0.20202
2301,4,407.737607,361.499723,0.319357,-0.201903
2301,4,407.471132,362.150426,0.31927,-0.200203
2301,4,407.368995,362.225889,0.319072,-0.200044
2301,4,407.278178,362.396129,0.318988,-0.199456
2301,4,409.125067,361.825957,0.322655,-0.199265
2301,4,408.561696,362.6443,0.322694,-0.197027
2301,4,408.250051,362.740056,0.32209,-0.197058
2301,4,408.248946,362.951726,0.322503,-0.196035
2301,4,408.110387,363.076789,0.322415,-0.195543
2301,4,408.458189,362.999744,0.323172,-0.195494
2301,4,409.075437,362.921401,0.324589,-0.195386
2301,4,409.441151,362.625649,0.324664,-0.196573
2301,4,410.098597,362.448236,0.32563,-0.196855
2301,4,410.7971,361.843163,0.325485,-0.199099
2301,4,411.215405,361.948663,0.326393,-0.199039
2301,4,411.256837,362.069146,0.326825,-0.198713
2301,4,411.941306,361.795878,0.327564,-0.199131
2301,4,411.605266,362.199311,0.32822,-0.197916
2301,4,413.775389,361.397399,0.330513,-0.199238
2301,4,414.89644,360.946421,0.331839,-0.199311
2301,4,414.687634,361.048133,0.331595,-0.199324
2301,4,415.809808,360.25184,0.331727,-0.200418
2301,4,416.84733,359.243349,0.331677,-0.201191
2301,4,418.202634,358.158936,0.332452,-0.201894
2301,4,418.887048,357.184108,0.33221,-0.202681
2301,4,419.596625,356.714412,0.332664,-0.203159
2301,4,419.906443,356.15623,0.332427,-0.203825
2301,4,419.715991,355.876237,0.33176,-0.203974
2301,4,419.572733,355.57513,0.331233,-0.204111
2301,4,420.109013,354.711191,0.331048,-0.205178
2301,4,420.037245,354.3985,0.330701,-0.205325
2301,4,420.274066,353.860458,0.330445,-0.206115
2301,4,420.335008,353.369232,0.330061,-0.206643
2301,4,419.603998,353.466169,0.329361,-0.205731
2301,4,418.970652,354.172913,0.328924,-0.205385
2301,4,418.688224,354.493466,0.328708,-0.205214
2301,4,418.982021,353.640107,0.328524,-0.205876
2301,4,419.075705,353.297174,0.328396,-0.206159
2301,4,419.485106,352.063403,0.327957,-0.207594
2301,4,419.034104,351.974197,0.327345,-0.207702
2301,4,419.04896,351.658499,0.327119,-0.208095
2301,4,418.693203,351.208958,0.326341,-0.208673
2301,4,418.352932,351.115679,0.325835,-0.208958
2301,4,418.187351,351.085487,0.325596,-0.209092
2301,4,418.544798,350.392522,0.325381,-0.210037
2301,4,418.243833,350.266494,0.324813,-0.210486
2301,4,418.37063,349.976164,0.324625,-0.211027
2301,4,418.116722,350.03978,0.324347,-0.211042
2301,4,417.215887,350.741372,0.324003,-0.210152
2301,4,416.822138,350.878747,0.323662,-0.210109
2301,4,416.352177,351.029223,0.323281,-0.210062
2301,4,416.185641,350.515679,0.322604,-0.210811
2301,4,416.632611,350.033264,0.322552,-0.211445
2301,4,415.96489,349.899755,0.321794,-0.211603
2301,4,415.871507,349.882541,0.321689,-0.211625
2301,4,416.401026,349.225856,0.321586,-0.212409
2301,4,415.577238,349.099784,0.320698,-0.212605
2301,4,415.915612,348.468466,0.320565,-0.21318
2301,4,416.503928,347.626991,0.320475,-0.214094
2301,4,417.160699,347.506426,0.320792,-0.214717
2301,4,417.038341,347.058245,0.320398,-0.215154
2301,4,416.466076,346.314378,0.319538,-0.215618
2301,4,416.188044,346.314605,0.319321,-0.215662
2301,4,415.827665,346.317907,0.319043,-0.21572
2301,4,416.226369,345.763266,0.318943,-0.216514
2301,4,417.255375,346.050012,0.319785,-0.2168
2301,4,417.227173,345.276289,0.319309,-0.217761
2301,4,417.496292,344.551171,0.319158,-0.218747
2301,4,417.174661,343.848456,0.31865,-0.219265
2301,4,416.545837,343.223871,0.318003,-0.219374
2301,4,416.451913,342.955188,0.317849,-0.2196
2301,4,416.307905,342.675488,0.317665,-0.21987
2301,4,416.492358,341.990433,0.317523,-0.220851
2301,4,417.105939,342.051407,0.317818,-0.221535
2301,4,417.199838,342.06517,0.317862,-0.221636
2301,4,417.714449,341.69642,0.317883,-0.222692
2301,4,417.660654,340.971021,0.317696,-0.223269
2301,4,417.584223,339.753438,0.317434,-0.224402
2301,4,417.265573,339.212088,0.317047,-0.224806
2301,4,415.875106,339.000132,0.316311,-0.224639
2301,4,413.657891,339.48657,0.315339,-0.224117
2301,4,413.313575,339.662564,0.315208,-0.224046
2301,4,412.526457,340.237832,0.315016,-0.223179
2301,4,412.526053,340.238895,0.315016,-0.223177
2301,4,412.352941,340.802701,0.314986,-0.222504
2301,4,410.276395,342.127922,0.314017,-0.221805
2301,4,408.671857,343.579425,0.31314,-0.221049
2301,4,407.398308,345.007657,0.312169,-0.220378
2301,4,407.166213,345.866488,0.312121,-0.219426
2301,4,407.001317,346.652587,0.312009,-0.218642
2301,4,406.821264,347.406915,0.311919,-0.218018
2301,4,406.478641,348.210265,0.31167,-0.217532
2301,4,406.24023,348.853994,0.311425,-0.217053
2301,4,405.72228,351.769198,0.310716,-0.214871
2301,4,405.092425,354.736919,0.310233,-0.213331
4,5,145.249408,229.911224,-0.273077,-0.424361
4,5,145.255885,230.056099,-0.273135,-0.423928
4,5,145.853185,230.541206,-0.272386,-0.423501
4,5,146.535632,231.337581,-0.271498,-0.422436
4,5,146.762845,231.599605,-0.271221,-0.422083
4,5,147.086843,231.732498,-0.2707,-0.422318
4,5,147.554668,232.048687,-0.269959,-0.422343
4,5,148.006688,232.343689,-0.269269,-0.422366
4,5,148.47904,232.862016,-0.268591,-0.421872
4,5,149.246757,233.752529,-0.267481,-0.42097
4,5,149.507273,234.309618,-0.267205,-0.420009
4,5,149.472402,234.442203,-0.267324,-0.419596
4,5,149.610142,234.867042,-0.267227,-0.418748
4,5,149.542366,235.193725,-0.26748,-0.417778
4,5,149.497,235.175769,-0.267559,-0.417742
4,5,149.032123,234.996203,-0.268347,-0.417373
4,5,148.515769,234.670251,-0.269123,-0.417317
4,5,148.128349,234.508043,-0.269706,-0.417077
4,5,148.05318,234.975461,-0.269979,-0.415817
4,5,148.546038,235.636678,-0.269411,-0.414959
4,5,148.802179,236.305049,-0.26915,-0.413743
4,5,148.918979,236.557873,-0.269012,-0.413317
4,5,148.56483,236.624233,-0.269594,-0.412619
4,5,148.817986,237.029398,-0.269255,-0.412054
4,5,148.990663,237.533086,-0.269063,-0.411139
4,5,148.901227,237.714432,-0.26922,-0.410598
4,5,149.39456,238.075113,-0.268445,-0.410515
4,5,149.723516,238.29153,-0.267881,-0.410548
4,5,149.801046,238.422251,-0.267758,-0.410379
4,5,150.226038,239.123973,-0.267111,-0.409484
4,5,150.962994,240.045496,-0.265871,-0.408626
4,5,151.071218,240.570227,-0.265751,-0.407675
4,5,151.23619,241.137826,-0.265507,-0.406739
4,5,151.470547,241.538266,-0.265114,-0.406253
4,5,151.588809,241.838226,-0.264906,-0.405825
4,5,151.633211,242.236231,-0.264883,-0.40509
4,5,151.692189,242.883028,-0.264875,-0.403885
4,5,151.896931,243.326474,-0.26454,-0.403297
4,5,151.967978,243.699971,-0.26446,-0.402661
4,5,151.847207,243.898611,-0.264736,-0.402107
4,5,152.098784,244.295252,-0.26428,-0.401682
4,5,152.631532,245.062308,-0.263325,-0.400907
4,5,152.803458,245.451105,-0.262946,-0.400415
4,5,152.903773,245.849884,-0.262747,-0.399803
4,5,152.941515,246.006246,-0.26267,-0.39957
4,5,153.109112,246.279448,-0.262296,-0.399307
4,5,153.522314,246.7025,-0.261405,-0.399071
4,5,153.917234,247.220946,-0.260519,-0.398666
4,5,154.325015,247.615227,-0.259563,-0.398489
4,5,154.701191,248.319066,-0.258659,-0.397714
4,5,154.945458,248.620316,-0.258047,-0.397482
4,5,155.009964,249.096436,-0.257925,-0.396725
4,5,155.014138,249.127183,-0.257917,-0.396676
4,5,154.917914,249.501393,-0.258235,-0.395915
4,5,154.548988,249.978734,-0.25933,-0.394693
4,5,154.261032,250.410926,-0.260162,-0.393657
4,5,154.01489,250.329726,-0.260771,-0.393532
4,5,154.148433,251.109545,-0.260537,-0.392392
4,5,154.018303,251.788279,-0.260938,-0.391163
4,5,153.989123,253.058569,-0.261162,-0.389137
4,5,153.913548,253.435848,-0.261407,-0.388485
4,5,153.626298,254.466465,-0.262292,-0.386688
4,5,153.422004,255.145131,-0.262901,-0.385534
4,5,153.581715,256.070449,-0.262597,-0.384335
4,5,153.679175,256.843392,-0.262446,-0.38331
4,5,153.903206,257.741363,-0.262101,-0.382183
4,5,154.008042,258.384966,-0.261847,-0.381279
4,5,154.074335,258.354819,-0.26156,-0.381347
4,5,154.185878,258.539277,-0.261133,-0.381114
4,5,154.263624,259.955966,-0.26091,-0.378939
4,5,154.241649,261.628537,-0.26096,-0.376288
4,5,154.146886,262.121125,-0.26134,-0.375494
4,5,154.206479,262.931193,-0.261063,-0.374203
4,5,154.29383,263.836842,-0.260632,-0.372739
4,5,154.213758,264.3369,-0.260989,-0.371939
4,5,154.256584,265.222263,-0.260815,-0.370496
4,5,154.31124,266.076119,-0.260624,-0.369081
4,5,154.456492,266.529368,-0.259983,-0.368302
4,5,154.414838,266.98216,-0.260277,-0.367584
4,5,154.381074,267.483853,-0.260556,-0.366772
4,5,154.414958,268.153211,-0.260488,-0.365599
4,5,154.444577,268.652682,-0.260301,-0.364631
4,5,154.446421,268.692591,-0.260286,-0.364552
4,5,154.477344,268.972577,-0.260072,-0.363986
4,5,154.643627,268.922368,-0.259072,-0.363953
4,5,154.740646,269.037122,-0.258462,-0.363649
4,5,154.868879,268.988094,-0.25766,-0.363617
4,5,155.00637,268.821584,-0.256836,-0.363792
4,5,155.060222,268.561671,-0.256571,-0.364231
4,5,155.153652,268.423664,-0.256057,-0.364386
4,5,155.235165,268.497902,-0.255555,-0.364137
4,5,155.346464,268.344587,-0.25495,-0.364303
4,5,155.43743,267.94984,-0.254592,-0.365003
4,5,155.50155,267.51586,-0.254453,-0.365837
4,5,155.631979,267.163261,-0.253921,-0.366432
4,5,155.7927,266.835904,-0.253207,-0.366931
4,5,155.965129,266.740187,-0.252326,-0.366941
4,5,156.00274,266.947131,-0.252045,-0.366483
4,5,156.085568,267.370886,-0.251291,-0.365399
4,5,156.20561,267.767964,-0.250321,-0.364287
4,5,156.172247,268.342723,-0.250092,-0.362989
4,5,156.152008,268.769075,-0.249895,-0.36201
4,5,156.037805,270.839862,-0.248995,-0.357186
4,5,155.969209,272.667304,-0.248209,-0.353047
4,5,155.918083,273.709211,-0.247691,-0.350325
4,5,156.151867,273.424454,-0.246544,-0.350551
4,5,159.464304,271.071772,-0.232979,-0.353069
4,5,159.697078,270.942136,-0.232065,-0.353232
4,5,159.938822,270.810056,-0.231117,-0.353401
4,5,160.930519,270.302218,-0.227251,-0.354081
4,5,160.952932,270.291055,-0.227162,-0.354096
4,5,161.570681,269.980579,-0.224701,-0.354521
4,5,164.782126,268.388184,-0.211838,-0.356683
4,5,164.805469,268.376329,-0.211744,-0.356699
4,5,165.241082,268.164989,-0.210008,-0.356999
4,5,165.957076,267.838078,-0.207116,-0.357431
4,5,167.005427,267.327145,-0.202808,-0.358097
4,5,167.005427,267.327145,-0.202808,-0.358097
4,5,167.94504,266.822002,-0.198995,-0.358781
4,5,169.503255,266.035749,-0.192586,-0.359749
4,5,169.503255,266.035749,-0.192586,-0.359749
4,5,171.186686,265.198928,-0.185679,-0.360735
4,5,172.663774,264.40873,-0.179526,-0.3616
4,5,172.826172,263.549465,-0.179829,-0.363773
4,5,173.552855,258.861136,-0.181659,-0.376994
4,5,173.637168,258.165813,-0.181938,-0.378989
4,5,173.721204,257.419877,-0.182235,-0.381133
4,5,173.874917,255.817853,-0.182879,-0.385765
4,5,173.98848,254.310236,-0.18349,-0.390137
4,5,174.055067,253.180903,-0.183938,-0.393418
4,5,174.109356,251.889576,-0.18445,-0.39718
4,5,174.109231,251.888801,-0.184451,-0.397182
4,5,174.134979,249.61597,-0.18537,-0.403814
4,5,174.132137,249.276527,-0.185508,-0.404805
4,5,174.011669,245.462724,-0.187069,-0.416084
4,5,173.972308,244.920802,-0.187305,-0.41777
4,5,173.742167,242.805284,-0.188201,-0.424184
4,5,173.593583,241.634349,-0.188682,-0.427679
4,5,173.593328,241.633825,-0.188683,-0.42768
4,5,173.187318,239.080196,-0.189717,-0.435181
4,5,173.186964,239.078694,-0.189718,-0.435185
4,5,172.789856,236.97926,-0.190569,-0.44129
4,5,172.789856,236.97926,-0.190569,-0.44129
4,5,172.251328,234.757191,-0.191401,-0.447238
4,5,171.675348,232.52643,-0.192104,-0.452231
4,5,170.548663,228.349959,-0.193229,-0.460285
4,5,166.978594,226.938398,-0.20469,-0.458625
4,5,164.004885,226.296456,-0.213954,-0.457253
4,5,161.091241,225.816411,-0.222975,-0.455856
4,5,160.019514,226.465732,-0.226999,-0.453563
4,5,156.362712,228.442364,-0.24065,-0.445641
4,5,152.818795,229.917085,-0.253791,-0.437959
4,5,151.158235,230.24484,-0.259407,-0.434613
4,5,144.631355,229.008026,-0.273619,-0.42603
4,5,144.802202,229.262508,-0.27349,-0.425545
4,5,145.104671,229.581914,-0.273165,-0.425107
4,5,144.97876,229.604072,-0.273384,-0.424815
4,5,145.249408,229.911224,-0.273077,-0.424361
5,6,224.905503,251.604917,0.019207,-0.382605
5,6,226.133557,251.185621,0.022775,-0.382545
5,6,227.55867,250.674298,0.026723,-0.382482
5,6,228.160325,250.453664,0.028361,-0.382452
5,6,228.633905,250.281178,0.029645,-0.382421
5,6,229.506056,249.962878,0.03196,-0.382363
5,6,230.122568,249.736383,0.03357,-0.382327
5,6,230.963901,249.424751,0.035755,-0.382275
5,6,231.560556,249.201389,0.037307,-0.382237
5,6,231.677302,249.157762,0.037611,-0.382229
5,6,232.583145,248.820974,0.039937,-0.382168
5,6,234.05698,248.280067,0.043715,-0.382045
5,6,234.13839,248.249986,0.043925,-0.382038
5,6,234.496228,248.117463,0.04485,-0.382006
5,6,235.622899,247.703468,0.04774,-0.381902
